Supplier_Name,PWSID,Stage_Invoked,Mandatory_Restrictions,Reporting_Month,Production_Reported,2013_Production_Reported,CII_Reported,Agriculture_Reported,2013_Agriculture_Reported,Recycled_Reported,Units,Qualification,Population_Served,R_GPCD_Reported,Enforcement_Actions,Implementation,Conservation_Standard,Ag_Cert,Production_Calculated,2013_Production_Calculated,CII_Calculated,R_GPCD_Calculated,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,Watering_Days_Per_Week,Complaints,Follow_Ups,Warnings,Penalties_Rate,Penalties_Other,Enforcement_Comments
Rohnert Park  City of,CA4910014,1,Yes,1/15/2015,78,111,NA,NA,NA,NA,MG,NA,43398,50,NA,NA,NULL,No,7.80E+07,1.11E+08,Null,50.44085576,87,No Correction,North Coast,NA,0,0,0,0,0,NA
Rohnert Park  City of,CA4910014,1,Yes,12/15/2014,95,116,NA,NA,NA,NA,MG,NA,43398,54,NA,NA,NULL,No,9.50E+07,1.16E+08,Null,53.66681087,76,No Correction,North Coast,NA,0,0,0,0,0,NA
Rohnert Park  City of,CA4910014,1,Yes,11/15/2014,80,115,NA,NA,NA,NA,MG,NA,43398,59,NA,NA,NULL,No,8.00E+07,1.15E+08,Null,58.9888935,96,No Correction,North Coast,NA,0,0,0,0,0,NA
Rohnert Park  City of,CA4910014,1,Yes,10/15/2014,125,170,NA,NA,NA,NA,MG,NA,43398,64,NA,NA,NULL,No,1.25E+08,1.70E+08,Null,64.11028307,69,No Correction,North Coast,NA,0,0,0,0,0,NA
Rohnert Park  City of,CA4910014,1,Yes,9/15/2014,147,160,NA,NA,NA,NA,MG,NA,43398,113,NA,NA,NULL,No,1.47E+08,1.60E+08,Null,83.55223743,74,No Correction,North Coast,NA,0,0,0,0,0,NA
Rohnert Park  City of,CA4910014,1,Yes,8/15/2014,150,160,NA,NA,NA,NA,MG,NA,43398,NA,NA,NA,NULL,No,1.50E+08,1.60E+08,Null,71.35753246,64,No Correction,North Coast,NA,0,0,0,0,0,NA
Rohnert Park  City of,CA4910014,1,No,7/15/2014,172,187,NA,NA,NA,NA,MG,"Note: Number 8 below is locked, and could not enter data. Residential GPCD = 87",43398,NA,NA,NA,NULL,No,1.72E+08,1.87E+08,Null,88.2157495,69,No Correction,North Coast,NA,0,0,0,0,0,NA
Rohnert Park  City of,CA4910014,1,No,6/15/2014,173,158,NA,NA,NA,NA,MG,"Note: Number 8 below is locked, and could not enter data.  Residential GPCD = 75",43398,NA,NA,NA,NULL,No,1.73E+08,1.58E+08,Null,74.41203128,56,No Correction,North Coast,NA,0,0,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,2/15/2019,341114089,375588310,75772000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,51,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,341114089,375588310,75772000,51.1910298,75,No Correction,North Coast,7,1,0,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June14, 2016)",Yes,1/15/2019,312585117,438665146,74630,0,0,0,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,43,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,312585117,438665146,74630,42.93497077,76,No Correction,North Coast,7,2,2,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,12/15/2018,417131445,511526234,100132000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,55,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,417131445,511526234,100132000,55.03323886,73,No Correction,North Coast,7,2,3,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,11/15/2018,441983905,486628234,129208000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,58,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,441983905,486628234,129208000,57.7795582,70,No Correction,North Coast,7,3,4,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,10/15/2018,605944764,725805260,147193000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,75,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,605944764,725805260,147193000,75.56338606,69,No Correction,North Coast,7,5,25,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,9/15/2018,523627698,694288510,174577000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,67,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,523627698,694288510,174577000,66.49687647,68,No Correction,North Coast,7,15,29,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,8/15/2018,542174811,701906695,183466000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,67,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,542174811,701906695,183466000,66.63118429,68,No Correction,North Coast,7,7,30,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,7/15/2018,694254002,864389151,191611000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,87,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,694254002,864389151,191611000,86.57585029,69,No Correction,North Coast,7,6,21,1,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,6/15/2018,574207398,655669334,166258000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,75,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,574207398,655669334,166258000,75.06483696,70,No Correction,North Coast,7,7,6,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,5/15/2018,462007840,668278920,113132000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,61,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,462007840,668278920,113132000,60.95389863,73,No Correction,North Coast,7,5,9,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,4/15/2018,427342345,575718337,83492000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,178488,60,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,427342345,575718337,83492000,59.85589297,75,No Correction,North Coast,7,8,1,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,3/15/2018,330106451,412723300,86098000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,45,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,330106451,412723300,86098000,44.5701641,74,No Correction,North Coast,7,4,8,1,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,2/15/2018,339373947,375588310,81354000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,52,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,339373947,375588310,81354000,51.41643098,75,No Correction,North Coast,7,6,3,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One - Mandatory (rescinded June 14, 2016)",Yes,1/15/2018,405937160,438665146,78922000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,57,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,405937160,438665146,78922000,56.28995522,76,No Correction,North Coast,7,0,0,2,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",Yes,12/15/2017,348562196,511526234,94520000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,47,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,348562196,511526234,94520000,47.06201357,74,No Correction,North Coast,7,3,8,0,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One-Mandatory (rescinded June 14, 2016)",NA,11/15/2017,367035739,486628234,133241000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,48,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,367035739,486628234,133241000,47.74813204,69,No Correction,North Coast,7,4,3,6,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One - Mandatory (rescinded June 14, 2016)",Yes,10/15/2017,610531957,725805260,153187000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,78,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,610531957,725805260,153187000,77.97671639,70,No Correction,North Coast,7,2,14,5,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One - Mandatory (rescinded June 14, 2016)",Yes,9/15/2017,743251231,694288510,185557000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,97,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,743251231,694288510,185557000,96.69046948,69,No Correction,North Coast,7,14,10,9,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One - Mandatory (rescinded June 14, 2016)",Yes,8/15/2017,575357827,701906695,196376000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,73,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,575357827,701906695,196376000,72.43452527,69,No Correction,North Coast,7,13,23,11,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One - Mandatory (rescinded June 14, 2016)",Yes,7/15/2017,767665979,864389151,194140000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,98,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,767665979,864389151,194140000,98.04576425,70,No Correction,North Coast,7,15,27,9,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One - Mandatory (rescinded June 14, 2016)",Yes,6/15/2017,565521230,655669334,166265000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,76,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,565521230,655669334,166265000,75.70179946,71,No Correction,North Coast,7,10,7,3,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One - Mandatory (rescinded June 14, 2016)",Yes,5/15/2017,501730183,668278920,102806000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,69,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",NULL,No,501730183,668278920,102806000,68.65781741,75,No Correction,North Coast,7,15,20,3,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One - Mandatory (rescinded June 14, 2016)",Yes,4/15/2017,392074385,575718337,74045000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,176799,56,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",0,No,392074385,575718337,74045000,56.17990535,76,No Correction,North Coast,7,8,1,1,0,0,NA
Santa Rosa  City of,CA4910009,"Stage One - Mandatory (rescinded June 14, 2016)",Yes,3/15/2017,303584721,412723300,71635000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,175667,43,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",0,No,303584721,412723300,71635000,42.36835713,76,No Correction,North Coast,7,9,9,0,0,0,NA
Santa Rosa  City of,CA4910009,Stage One - Mandatory (Aug 2014-Jun 2016),Yes,2/15/2017,315974065,375588310,71990000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,175667,49,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",0,No,315974065,375588310,71990000,48.82214023,76,No Correction,North Coast,7,3,3,1,0,0,NA
Santa Rosa  City of,CA4910009,Stage One - Mandatory - no,Yes,1/15/2017,339637528,438665146,76524000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,175667,49,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook. Increase in rates was not in response to drought (regular rate increase) While in a Stage One Mandatory reduction (Aug 2014-Jun 2016), Santa Rosa restricted watering times to 8pm-6am, instituted Stage One prohibitions, increased water conservation budget for drought response, increased the rebate for turf conversion from 50 cents per square foot to one dollar per sqft, and added a new program (grant funded, direct install toilet replacement and pre-rinse spray valve replacement). Santa Rosa also added WaterWatch patrols in early morning (using field crews from operations) and hired a temporary admin assistant to help with sharp increase in customer calls for water efficiency and conservation assistance.",0,No,339637528,438665146,76524000,48.02357844,77,No Correction,North Coast,7,2,2,1,0,0,NA
